Updating build index: /home/vsts/conda/conda-bld

TEST START: /tmp/tmpcxr8mxp1/noarch/snakelines-0.10.0-hdfd78af_1.tar.bz2
Reloading output folder: /home/vsts/conda/conda-bld
  Package                               Version  Build                Channel                       Size
──────────────────────────────────────────────────────────────────────────────────────────────────────────
  Install:
──────────────────────────────────────────────────────────────────────────────────────────────────────────

    libedit:                       3.1.20191231-he28a2e2_2    conda-forge            
    libev:                         4.33-h516909a_1            conda-forge            
    libffi:                        3.2.1-he1b5a44_1007        conda-forge            
    libgcc-ng:                     11.2.0-h1d223b6_11         conda-forge            
    libgfortran-ng:                11.2.0-h69a702a_11         conda-forge            
    libgfortran5:                  11.2.0-h5c6108e_11         conda-forge            
    libglib:                       2.66.3-hbe7bbb4_0          conda-forge            
    libgomp:                       11.2.0-h1d223b6_11         conda-forge            
    libiconv:                      1.16-h516909a_0            conda-forge            
    liblapack:                     3.9.0-12_linux64_openblas  conda-forge            
    libnghttp2:                    1.43.0-h812cca2_1          conda-forge            
    libopenblas:                   0.3.18-pthreads_h8fe5266_0 conda-forge            
    libpng:                        1.6.37-h21135ba_2          conda-forge            
    libprotobuf:                   3.18.1-h780b84a_0          conda-forge            
    librsvg:                       2.50.2-h3442318_1          conda-forge            
    libsodium:                     1.0.18-h36c2ea0_1          conda-forge            
    libssh2:                       1.10.0-ha56f1ee_2          conda-forge            
    libstdcxx-ng:                  11.2.0-he4da1e4_11         conda-forge            
    libtiff:                       4.3.0-hf544144_1           conda-forge            
    libtool:                       2.4.6-h9c3ff4c_1008        conda-forge            
    libuuid:                       2.32.1-h7f98852_1000       conda-forge            
    libwebp:                       1.2.1-h3452ae3_0           conda-forge            
    libwebp-base:                  1.2.1-h7f98852_0           conda-forge            
    libxcb:                        1.13-h7f98852_1003         conda-forge            
    libxml2:                       2.9.10-h68273f3_2          conda-forge            
    libzlib:                       1.2.11-h36c2ea0_1013       conda-forge            
    lockfile:                      0.12.2-py_1                conda-forge            
    lz4-c:                         1.9.3-h9c3ff4c_1           conda-forge            
    markupsafe:                    2.0.1-py37h5e8e339_0       conda-forge            
    matplotlib-base:               3.4.3-py37h1058ff1_0       conda-forge            
    matplotlib-inline:             0.1.3-pyhd8ed1ab_0         conda-forge            
    more-itertools:                8.10.0-pyhd8ed1ab_0        conda-forge            
    msgpack-python:                1.0.2-py37h2527ec5_1       conda-forge            
    multidict:                     5.2.0-py37h5e8e339_0       conda-forge            
    natsort:                       7.1.1-pyhd8ed1ab_0         conda-forge            
    nbformat:                      5.1.3-pyhd8ed1ab_0         conda-forge            
    ncurses:                       6.2-h58526e2_4             conda-forge            
    networkx:                      2.6.3-pyhd8ed1ab_0         conda-forge            
    numpy:                         1.19.2-py37h7008fea_1      conda-forge            
    olefile:                       0.46-pyh9f0ad1d_1          conda-forge            
    openjpeg:                      2.3.1-hf7af979_3           conda-forge            
    openpyxl:                      3.0.5-py_0                 conda-forge            
    openssl:                       1.1.1l-h7f98852_0          conda-forge            
    oyaml:                         0.9-py37hc8dfbb8_1         conda-forge            
    packaging:                     21.0-pyhd8ed1ab_0          conda-forge            
    pandas:                        1.1.3-py37hb33c840_2       conda-forge            
    pango:                         1.42.4-h69149e4_5          conda-forge            
    paramiko:                      2.8.0-pyhd8ed1ab_0         conda-forge            
    parso:                         0.8.2-pyhd8ed1ab_0         conda-forge            
    patsy:                         0.5.2-pyhd8ed1ab_0         conda-forge            
    pcre:                          8.45-h9c3ff4c_0            conda-forge            
    perl:                          5.26.2-h36c2ea0_1008       conda-forge            
    pexpect:                       4.8.0-py37hc8dfbb8_1       conda-forge            
    pickleshare:                   0.7.5-py37hc8dfbb8_1002    conda-forge            
    pillow:                        8.1.2-py37h4600e1f_0       conda-forge            
    pip:                           21.3-pyhd8ed1ab_0          conda-forge            
    pixman:                        0.40.0-h36c2ea0_0          conda-forge            
    pkg-config:                    0.29.2-h36c2ea0_1008       conda-forge            
    pluggy:                        1.0.0-py37h89c1867_1       conda-forge            
    ply:                           3.11-py_1                  conda-forge            
    prettytable:                   2.2.1-pyhd8ed1ab_0         conda-forge            
    prompt-toolkit:                3.0.21-pyha770c72_0        conda-forge            
    protobuf:                      3.18.1-py37hcd2ae1e_0      conda-forge            
    psutil:                        5.8.0-py37h5e8e339_1       conda-forge            
    pthread-stubs:                 0.4-h36c2ea0_1001          conda-forge            
    ptyprocess:                    0.7.0-pyhd3deb0d_0         conda-forge            
    py:                            1.10.0-pyhd3deb0d_0        conda-forge            
    pyasn1:                        0.4.8-py_0                 conda-forge            
    pyasn1-modules:                0.2.7-py_0                 conda-forge            
    pycparser:                     2.20-pyh9f0ad1d_2          conda-forge            
    pygments:                      2.10.0-pyhd8ed1ab_0        conda-forge            
    pygraphviz:                    1.7-py37h0b1d2a2_0         conda-forge            
    pynacl:                        1.4.0-py37h5e8e339_2       conda-forge            
    pyopenssl:                     21.0.0-pyhd8ed1ab_0        conda-forge            
    pyparsing:                     2.4.7-pyh9f0ad1d_0         conda-forge            
    pyphen:                        0.11.0-pyhd8ed1ab_0        conda-forge            
    pyrsistent:                    0.17.3-py37h5e8e339_2      conda-forge            
    pysam:                         0.16.0.1-py37h45aed0b_3    bioconda               
    pysftp:                        0.2.9-py_1                 conda-forge            
    pysocks:                       1.7.1-py37h89c1867_3       conda-forge            
    pytest:                        6.2.5-py37h89c1867_0       conda-forge            
    python:                        3.7.6-cpython_h8356626_6   conda-forge            
    python-dateutil:               2.8.2-pyhd8ed1ab_0         conda-forge            
    python-irodsclient:            1.0.0-pyhd8ed1ab_0         conda-forge            
    python_abi:                    3.7-2_cp37m                conda-forge            
    pytz:                          2021.3-pyhd8ed1ab_0        conda-forge            
    pyu2f:                         0.1.5-pyhd8ed1ab_0         conda-forge            
    pyyaml:                        6.0-py37h5e8e339_0         conda-forge            
    ratelimiter:                   1.2.0-py37hc8dfbb8_1001    conda-forge            
    readline:                      8.1-h46c0cb4_0             conda-forge            
    requests:                      2.26.0-pyhd8ed1ab_0        conda-forge            
    rsa:                           4.7.2-pyh44b312d_0         conda-forge            
    s3transfer:                    0.5.0-pyhd8ed1ab_0         conda-forge            
    scikit-bio:                    0.5.6-py37ha21ca33_4       conda-forge            
    scikit-learn:                  1.0-py37hf0f1638_1         conda-forge            
    scipy:                         1.7.1-py37hf2a6cf1_0       conda-forge            
    seaborn:                       0.11.0-ha770c72_1          conda-forge            
    seaborn-base:                  0.11.0-pyhd8ed1ab_1        conda-forge            
    setuptools:                    58.2.0-py37h89c1867_0      conda-forge            
    six:                           1.16.0-pyh6c4a22f_0        conda-forge            
    smmap:                         3.0.5-pyh44b312d_0         conda-forge            
    snakelines:                    0.10.0-hdfd78af_1          file:///tmp/tmpcxr8mxp1
    snakemake:                     5.13.0-0                   bioconda               
    snakemake-minimal:             5.13.0-py_0                bioconda               
    soupsieve:                     2.0.1-py37hc8dfbb8_0       conda-forge            
    sqlite:                        3.36.0-h9cd32fc_2          conda-forge            
    statsmodels:                   0.13.0-py37hb1e94ed_0      conda-forge            
    stone:                         3.2.1-pyhd8ed1ab_0         conda-forge            
    threadpoolctl:                 3.0.0-pyh8a188c0_0         conda-forge            
    tinycss2:                      1.1.0-pyhd8ed1ab_0         conda-forge            
    tk:                            8.6.10-h21135ba_1          conda-forge            
    toml:                          0.10.2-pyhd8ed1ab_0        conda-forge            
    toposort:                      1.7-pyhd8ed1ab_0           conda-forge            
    tornado:                       6.1-py37h5e8e339_1         conda-forge            
    traitlets:                     5.1.0-pyhd8ed1ab_0         conda-forge            
    typing-extensions:             3.10.0.2-hd8ed1ab_0        conda-forge            
    typing_extensions:             3.10.0.2-pyha770c72_0      conda-forge            
    urllib3:                       1.26.7-pyhd8ed1ab_0        conda-forge            
    wcwidth:                       0.2.5-pyh9f0ad1d_2         conda-forge            
    weasyprint:                    51-py37hf1d8f60_2          conda-forge            
    webencodings:                  0.5.1-py_1                 conda-forge            
    wheel:                         0.37.0-pyhd8ed1ab_1        conda-forge            
    wrapt:                         1.13.2-py37h5e8e339_0      conda-forge            
    xmlrunner:                     1.7.7-py_0                 conda-forge            
    xorg-kbproto:                  1.0.7-h7f98852_1002        conda-forge            
    xorg-libice:                   1.0.10-h7f98852_0          conda-forge            
    xorg-libsm:                    1.2.3-hd9c2040_1000        conda-forge            
    xorg-libx11:                   1.7.2-h7f98852_0           conda-forge            
    xorg-libxau:                   1.0.9-h7f98852_0           conda-forge            
    xorg-libxdmcp:                 1.1.3-h7f98852_0           conda-forge            
    xorg-libxext:                  1.3.4-h7f98852_1           conda-forge            
    xorg-libxpm:                   3.5.13-h7f98852_0          conda-forge            
    xorg-libxrender:               0.9.10-h7f98852_1003       conda-forge            
    xorg-libxt:                    1.2.1-h7f98852_2           conda-forge            
    xorg-renderproto:              0.11.1-h7f98852_1002       conda-forge            
    xorg-xextproto:                7.3.0-h7f98852_1002        conda-forge            
    xorg-xproto:                   7.0.31-h7f98852_1007       conda-forge            
    xz:                            5.2.5-h516909a_1           conda-forge            
    yaml:                          0.2.5-h516909a_0           conda-forge            
    yarl:                          1.5.1-py37h8f50634_0       conda-forge            
    zipp:                          3.6.0-pyhd8ed1ab_0         conda-forge            
    zlib:                          1.2.11-h36c2ea0_1013       conda-forge            
    zstd:                          1.5.0-ha95c52a_0           conda-forge            

Preparing transaction: ...working... done
Verifying transaction: ...working... done
Executing transaction: ...working... 

done
export PREFIX=/home/vsts/conda/conda-bld/snakelines_1634930195177/_test_env_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_p
export SRC_DIR=/home/vsts/conda/conda-bld/snakelines_1634930195177/test_tmp
Multiple include of $PREFIX/share/snakelines/rules/mapping/mapper/indices/bowtie2_index.snake ignored
TypeError in line 31 of $PREFIX/share/snakelines/snakelines.snake:
load() missing 1 required positional argument: 'Loader'
  File "$PREFIX/share/snakelines/snakelines.snake", line 31, in <module>
  File "$PREFIX/share/snakelines/src/config/dependency_load.py", line 69, in check_dependency
  File "$PREFIX/share/snakelines/src/config/dependency_load.py", line 15, in load_yaml

Leaving build/test directories:
  Work:
 /home/vsts/conda/conda-bld/work 
  Test:
 /home/vsts/conda/conda-bld/test_tmp 
Leaving build/test environments:
  Test:
source activate  /home/vsts/conda/conda-bld/_test_env_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placeh 
  Build:
source activate  /home/vsts/conda/conda-bld/_build_env 


