  Package                           Version  Build               Channel                                                                   Size
  + r-plyr                            1.8.6  r41h9951f98_1       conda-forge/osx-64                                                      834 KB
  + r-prettyunits                     1.1.1  r41hc72bb7e_1       conda-forge/noarch                                                      Cached
  + r-progress                        1.2.2  r41hc72bb7e_2       conda-forge/noarch                                                      Cached
  + r-purrr                           0.3.4  r41h28b5c78_1       conda-forge/osx-64                                                      Cached
  + r-r6                              2.5.1  r41hc72bb7e_0       conda-forge/noarch                                                      Cached
  + r-rcpp                            1.0.7  r41h9951f98_0       conda-forge/osx-64                                                      Cached
  + r-rcppeigen                   0.3.3.9.1  r41he5a6823_0       conda-forge/osx-64                                                        2 MB
  + r-readr                           2.0.1  r41h9951f98_0       conda-forge/osx-64                                                      785 KB
  + r-reshape2                        1.4.4  r41h9951f98_1       conda-forge/osx-64                                                      127 KB
  + r-rlang                          0.4.11  r41h28b5c78_0       conda-forge/osx-64                                                      Cached
  + r-rpart                          4.1_15  r41h28b5c78_2       conda-forge/osx-64                                                      734 KB
  + r-rsolnp                           1.16  r41ha770c72_1003    conda-forge/noarch                                                      264 KB
  + r-statmod                        1.4.36  r41h0661a58_0       conda-forge/osx-64                                                      279 KB
  + r-stringi                         1.7.4  r41hd783aa8_0       conda-forge/osx-64                                                      Cached
  + r-stringr                         1.4.0  r41hc72bb7e_2       conda-forge/noarch                                                      Cached
  + r-survival                       3.2_13  r41h28b5c78_0       conda-forge/osx-64                                                        7 MB
  + r-tibble                          3.1.4  r41h28b5c78_0       conda-forge/osx-64                                                      Cached
  + r-tidyr                           1.1.3  r41h9951f98_0       conda-forge/osx-64                                                      776 KB
  + r-tidyselect                      1.1.1  r41hbe3e9c8_0       conda-forge/osx-64                                                      Cached
  + r-truncnorm                       1.0_8  r41h28b5c78_1002    conda-forge/osx-64                                                       37 KB
  + r-tzdb                            0.1.2  r41h9951f98_0       conda-forge/osx-64                                                      510 KB
  + r-ucminf                          1.1_4  r41h749f5a1_1006    conda-forge/osx-64                                                      185 KB
  + r-utf8                            1.2.2  r41h28b5c78_0       conda-forge/osx-64                                                      Cached
  + r-vctrs                           0.3.8  r41h28b5c78_1       conda-forge/osx-64                                                      Cached
  + r-vroom                           1.5.5  r41h9951f98_0       conda-forge/osx-64                                                      843 KB
  + r-withr                           2.4.2  r41hc72bb7e_0       conda-forge/noarch                                                      Cached
  + readline                            8.1  h05e3726_0          conda-forge/osx-64                                                      Cached
  + tapi                          1100.0.11  h9ce4665_0          conda-forge/osx-64                                                      Cached
  + tk                               8.6.11  h5dbffcc_1          conda-forge/osx-64                                                      Cached
  + tktable                            2.10  h49f0cf7_3          conda-forge/osx-64                                                      Cached
  + xz                                5.2.5  haf1e3a3_1          conda-forge/osx-64                                                      Cached
  + zlib                             1.2.11  h7795811_1010       conda-forge/osx-64                                                      Cached
  + zstd                              1.5.0  h582d3a0_0          conda-forge/osx-64                                                      Cached

  Summary:

  Install: 145 packages

  Total download: 34 MB

─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────

Updating build index: /Users/runner/conda/conda-bld

TEST START: /var/folders/24/8k48jl6d249_n_qfxwsl6xvm0000gn/T/tmpzk_70src/osx-64/r-hardyweinberg-1.7.2-r41h9951f98_0.tar.bz2

Leaving build/test directories:
  Work:
 /Users/runner/conda/conda-bld/work 
  Test:
 /Users/runner/conda/conda-bld/test_tmp 
Leaving build/test environments:
  Test:
source activate  /Users/runner/conda/conda-bld/_test_env_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_pla 
  Build:
source activate  /Users/runner/conda/conda-bld/_build_env 


