  Package                              Version  Build                    Channel                                                                    Size
    kiwisolver:                   1.3.2-py37h737db71_0          conda-forge                                                        
    krb5:                         1.16.4-h1752a42_0             conda-forge                                                        
    lcms2:                        2.12-h577c468_0               conda-forge                                                        
    ld64_osx-64:                  609-h2487922_1                conda-forge                                                        
    ldid:                         2.1.2-h7660a38_2              conda-forge                                                        
    lerc:                         2.2.1-h046ec9c_0              conda-forge                                                        
    libblas:                      3.8.0-17_openblas             conda-forge                                                        
    libboost:                     1.67.0-hebc422b_4                                                                                
    libcblas:                     3.8.0-17_openblas             conda-forge                                                        
    libclang-cpp12:               12.0.1-default_he082bbe_3     conda-forge                                                        
    libcurl:                      7.68.0-h709d2b2_0             conda-forge                                                        
    libcxx:                       12.0.1-habf9029_0             conda-forge                                                        
    libdeflate:                   1.7-h35c211d_5                conda-forge                                                        
    libedit:                      3.1.20191231-h0678c8f_2       conda-forge                                                        
    libffi:                       3.2.1-hb1e8313_1007           conda-forge                                                        
    libgfortran:                  3.0.1-0                       conda-forge                                                        
    libglib:                      2.66.3-h2575888_0             conda-forge                                                        
    libiconv:                     1.16-haf1e3a3_0               conda-forge                                                        
    liblapack:                    3.8.0-17_openblas             conda-forge                                                        
    libllvm12:                    12.0.1-hd011deb_2             conda-forge                                                        
    libopenblas:                  0.3.10-h0794777_0                                                                                
    libpng:                       1.6.37-h7cec526_2             conda-forge                                                        
    libssh2:                      1.10.0-h52ee1ee_0             conda-forge                                                        
    libtiff:                      4.3.0-h1167814_1              conda-forge                                                        
    libwebp-base:                 1.2.1-h0d85af4_0              conda-forge                                                        
    libxml2:                      2.9.12-hcdb78fc_0                                                                                
    llvm-openmp:                  12.0.1-hda6cdc1_1             conda-forge                                                        
    llvm-tools:                   12.0.1-hd011deb_2             conda-forge                                                        
    lp_solve:                     5.5.2.5-h1de35cc_1001         conda-forge                                                        
    lz4-c:                        1.9.3-he49afe7_1              conda-forge                                                        
    make:                         4.3-h22f3db7_1                conda-forge                                                        
    matplotlib-base:              3.3.3-py37hef07623_0          conda-forge                                                        
    metis:                        5.1.0-h2e338ed_1006           conda-forge                                                        
    mpfr:                         4.1.0-h0f52abe_1              conda-forge                                                        
    ncurses:                      6.2-h2e338ed_4                conda-forge                                                        
    numpy:                        1.19.5-py37h84c02c4_2         conda-forge                                                        
    olefile:                      0.46-pyh9f0ad1d_1             conda-forge                                                        
    openblas:                     0.2.20-8                      conda-forge                                                        
    openjdk:                      11.0.9.1-hcf210ce_1           conda-forge                                                        
    openjpeg:                     2.4.0-h6e7aa92_1              conda-forge                                                        
    openssl:                      1.1.1l-h0d85af4_0             conda-forge                                                        
    pandas:                       1.2.0-py37h010c265_1          conda-forge                                                        
    pango:                        1.42.4-haa940fe_4             conda-forge                                                        
    pcre:                         8.45-he49afe7_0               conda-forge                                                        
    perl:                         5.26.2-hbcb3906_1008          conda-forge                                                        
    perl-app-cpanminus:           1.7044-pl526_1                bioconda                                                           
    perl-carp:                    1.38-pl526_3                  bioconda                                                           
    perl-constant:                1.33-pl526_1                  bioconda                                                           
    perl-cpan-meta:               2.150010-pl526_0              bioconda                                                           
    perl-cpan-meta-requirements:  2.140-pl526_0                 bioconda                                                           
    perl-cpan-meta-yaml:          0.018-pl526_0                 bioconda                                                           
    perl-data-dumper:             2.173-pl526_0                 bioconda                                                           
    perl-dbi:                     1.642-pl526_0                 bioconda                                                           
    perl-encode:                  2.88-pl526_1                  bioconda                                                           
    perl-exporter:                5.72-pl526_1                  bioconda                                                           
    perl-extutils-cbuilder:       0.280230-pl526_1              bioconda                                                           
    perl-extutils-makemaker:      7.36-pl526_1                  bioconda                                                           
    perl-extutils-manifest:       1.72-pl526_0                  bioconda                                                           
    perl-extutils-parsexs:        3.35-pl526_0                  bioconda                                                           
    perl-file-path:               2.16-pl526_0                  bioconda                                                           
    perl-file-temp:               0.2304-pl526_2                bioconda                                                           
    perl-getopt-long:             2.50-pl526_1                  bioconda                                                           
    perl-ipc-cmd:                 1.02-pl526_0                  bioconda                                                           
    perl-json-pp:                 4.04-pl526_0                  bioconda                                                           
    perl-locale-maketext-simple:  0.21-pl526_2                  bioconda                                                           
    perl-module-build:            0.4224-pl526_3                bioconda                                                           
    perl-module-corelist:         5.20190524-pl526_0            bioconda                                                           
    perl-module-load:             0.32-pl526_1                  bioconda                                                           
    perl-module-load-conditional: 0.68-pl526_2                  bioconda                                                           
    perl-module-metadata:         1.000036-pl526_0              bioconda                                                           
    perl-params-check:            0.38-pl526_1                  bioconda                                                           
    perl-parent:                  0.236-pl526_1                 bioconda                                                           
    perl-perl-ostype:             1.010-pl526_1                 bioconda                                                           
    perl-scalar-list-utils:       1.52-pl526h01d97ff_0          bioconda                                                           
    perl-text-abbrev:             1.02-pl526_0                  bioconda                                                           
    perl-text-parsewords:         3.30-pl526_0                  bioconda                                                           
    perl-version:                 0.9924-pl526_0                bioconda                                                           
    perl-yaml:                    1.29-pl526_0                  bioconda                                                           
    pillow:                       8.3.2-py37h76dc067_0          conda-forge                                                        
    pip:                          21.2.4-pyhd8ed1ab_0           conda-forge                                                        
    pixman:                       0.38.0-h01d97ff_1003          conda-forge                                                        
    prodigal:                     2.6.3-hb4d813b_3              bioconda                                                           
    py-boost:                     1.67.0-py37h6440ff4_4                                                                            
    pyparsing:                    2.4.7-pyh9f0ad1d_0            conda-forge                                                        
    python:                       3.7.3-h0d93f26_0              conda-forge                                                        
    python-dateutil:              2.8.2-pyhd8ed1ab_0            conda-forge                                                        
    python_abi:                   3.7-2_cp37m                   conda-forge                                                        
    pytz:                         2021.1-pyhd8ed1ab_0           conda-forge                                                        
    pyyaml:                       5.4.1-py37h271585c_1          conda-forge                                                        
    r-assertthat:                 0.2.1-r36h6115d3f_2           conda-forge                                                        
    r-backports:                  1.2.1-r36h28b5c78_0           conda-forge                                                        
    r-base:                       3.6.0-hcb44179_0                                                                                 
    r-brio:                       1.1.2-r36h28b5c78_0           conda-forge                                                        
    r-callr:                      3.7.0-r36hc72bb7e_0           conda-forge                                                        
    r-cli:                        2.5.0-r36hc72bb7e_0           conda-forge                                                        
    r-colorspace:                 2.0_1-r36h28b5c78_0           conda-forge                                                        
    r-crayon:                     1.4.1-r36hc72bb7e_0           conda-forge                                                        
    r-desc:                       1.3.0-r36hc72bb7e_0           conda-forge                                                        
    r-diffobj:                    0.3.4-r36h28b5c78_0           conda-forge                                                        
    r-digest:                     0.6.27-r36h9951f98_0          conda-forge                                                        
    r-ellipsis:                   0.3.2-r36h28b5c78_0           conda-forge                                                        
    r-evaluate:                   0.14-r36h6115d3f_2            conda-forge                                                        
    r-fansi:                      0.4.2-r36h28b5c78_0           conda-forge                                                        
    r-farver:                     2.1.0-r36h9951f98_0           conda-forge                                                        
    r-ggplot2:                    3.3.3-r36hc72bb7e_0           conda-forge                                                        
    r-glue:                       1.4.2-r36h066c5db_0           conda-forge                                                        
